transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi
TRX5536995,2023-08-26,75569,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.1,Brandon Brennan,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.0
TRX7977156,2023-06-18,25624,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.3,Richard Bray,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.6
TRX9780960,2022-05-09,66717,Kimia Farma - Apotek,Subang,Jawa Barat,4.2,Gregory Leach,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.8
TRX2683986,2023-08-27,98241,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.5,Crystal Carr,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.7
TRX2871470,2020-04-26,78631,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.3,Jessica Scott,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.2
TRX1518149,2021-01-02,41183,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.8,Debra Nelson,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.2
TRX2913410,2022-02-10,31747,Kimia Farma - Apotek,Langsa,Aceh,4.5,Heather Rodriguez,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.6
TRX6732571,2020-06-25,60459,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.0,Allison Martin MD,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.0
TRX8210287,2022-10-03,85216,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0,Emily Crawford,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.6
TRX2940401,2020-11-27,13935,Kimia Farma - Apotek,Tebing Tinggi,Sumatera Utara,4.5,Angela Garcia,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.6
TRX4825167,2022-09-06,67921,Kimia Farma - Apotek,Ternate,Maluku Utara,5.0,Garrett Hernandez,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.4
TRX8482710,2020-07-16,39160,Kimia Farma - Apotek,Garut,Jawa Barat,4.5,Robert Rivers,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.5
TRX1829265,2020-12-01,20102,Kimia Farma - Apotek,Pekanbaru,Riau,4.3,Adam Smith,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.7
TRX5900113,2020-07-16,96172,Kimia Farma - Apotek,Tangerang,Banten,3.9,Charles Smith,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.5
TRX8368136,2022-09-27,85716,Kimia Farma - Apotek,Malang,Jawa Timur,5.0,Dean Davis,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.3
TRX4179023,2021-08-16,14433,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.0,Todd Andrews,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.0
TRX6128385,2020-11-04,56801,Kimia Farma - Apotek,Subang,Jawa Barat,5.0,Kevin King,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.0
TRX1728294,2020-09-21,61185,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.4,Ashley Anderson MD,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.8
TRX1149644,2022-03-10,71130,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.0,Nichole Mclean,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.2
TRX6426730,2020-01-18,54110,Kimia Farma - Apotek,Solok,Sumatera Barat,4.0,Erin Clark,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.1
TRX7852705,2020-12-08,47901,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.1,Teresa Leonard,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.7
TRX1283498,2020-12-31,31604,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.4,Alexandra Morrow,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.5
TRX5152507,2023-11-02,49758,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.7,Kyle Carr,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.3
TRX1692631,2022-10-10,50288,Kimia Farma - Apotek,Ternate,Maluku Utara,4.4,Jessica Allen,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.9
TRX9107188,2020-05-17,31737,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.2,Casey Meyers,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.1
TRX9444894,2020-10-05,61194,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.2,Brittany Miller,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.6
TRX8960424,2020-12-16,61007,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0,Karen Sullivan,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.2
TRX3780549,2020-07-28,44604,Kimia Farma - Apotek,Bandung,Jawa Barat,4.2,Robert Davis Jr.,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.1
TRX9820643,2022-02-11,40467,Kimia Farma - Apotek,Magelang,Jawa Tengah,4.4,Eric Taylor,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.0
TRX9113167,2021-01-06,41343,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0,Teresa Griffith,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.9
TRX1762325,2020-09-28,39527,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.6,Christopher Sexton,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.6
TRX1135143,2022-05-07,96558,Kimia Farma - Apotek,Denpasar,Bali,4.7,Ashley Sandoval,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.2
TRX5907656,2020-11-21,59496,Kimia Farma - Apotek,Surabaya,Jawa Timur,3.9,Brittany Adkins,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,3.3
TRX4128407,2023-07-16,98300,Kimia Farma - Apotek,Subang,Jawa Barat,4.9,Crystal Mcdonald,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",24400,0.1,0.1,21960.0,2196.0,4.2
TRX9252307,2022-11-26,13831,Kimia Farma - Apotek,Tebing Tinggi,Sumatera Utara,4.1,Anthony Curry,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.2
TRX3357837,2021-12-18,28557,Kimia Farma - Apotek,Jambi,Jambi,4.5,Shane Summers,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.4
TRX6367430,2023-01-16,29094,Kimia Farma - Apotek,Tebing Tinggi,Sumatera Utara,4.6,Patricia Gibson,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.9
TRX7795522,2021-10-19,48997,Kimia Farma - Apotek,Padang,Sumatera Barat,4.2,Brian Wilson,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.5
TRX4859595,2021-09-15,48997,Kimia Farma - Apotek,Padang,Sumatera Barat,4.2,Mary Johns,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.2
TRX2658675,2021-04-28,28422,Kimia Farma - Apotek,Pariaman,Sumatera Barat,3.9,Dennis Barrett,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.4
TRX2937757,2021-05-22,59260,Kimia Farma - Apotek,Ambon,Maluku,4.1,Eric Sherman,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.6
TRX5878370,2021-11-10,98300,Kimia Farma - Apotek,Subang,Jawa Barat,4.9,Eric Fernandez,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.0
TRX9084460,2023-11-15,39527,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.6,Glenda Morse,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.2
TRX8117703,2021-11-10,67860,Kimia Farma - Apotek,Bontang,Kalimantan Timur,4.3,Michael Watson,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.5
TRX8078102,2023-10-25,44155,Kimia Farma - Apotek,Jayapura,Papua,5.0,Melissa Torres,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,5.0
TRX6638308,2021-05-26,24913,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.2,Jesse Quinn,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.1
TRX1189685,2020-02-26,76154,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.6,Brian Ruiz,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.6
TRX7235149,2020-04-16,57196,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.8,Jamie Delgado,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.1
TRX2380393,2020-09-26,80673,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.6,Kimberly Hill,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.4
TRX2224010,2023-10-17,94162,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,5.0,Kristen Willis,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.6
TRX1875860,2020-02-14,18306,Kimia Farma - Apotek,Manado,Sulawesi Utara,5.0,Kelly Leon,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.7
TRX1651311,2020-10-10,65025,Kimia Farma - Apotek,Denpasar,Bali,4.2,Joshua Wu,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.5
TRX3343975,2023-11-10,56918,Kimia Farma - Apotek,Purwakarta,Jawa Barat,3.9,Steven Reynolds,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.4
TRX1125609,2022-11-21,85014,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.0,Jeff Contreras,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.3
TRX1014570,2020-10-21,13345,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.8,Sarah Conrad,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,5.0
TRX3422253,2021-05-03,89566,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.4,Sandra Miller,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.6
TRX9124174,2022-06-07,12333,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.6,Lucas Bell,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.4
TRX4823349,2020-06-22,25432,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.2,Holly Mcmillan,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.2
TRX6159649,2023-01-12,12406,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.2,Sarah Bradley,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.8
TRX7687307,2023-09-05,22086,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.2,Lauren Douglas,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.7
TRX1230197,2021-08-02,30291,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.9,Scott Moore,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.7
TRX6150704,2023-03-25,80802,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.9,Patricia Carpenter,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.0
TRX1946547,2021-10-27,60481,Kimia Farma - Apotek,Pekanbaru,Riau,4.1,Leonard Moreno Jr.,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.1
TRX3036554,2023-03-25,35365,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.5,Matthew Randall,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.6
TRX5658798,2022-04-04,95120,Kimia Farma - Apotek,Garut,Jawa Barat,4.6,Elizabeth Brown,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.7
TRX5484450,2020-03-12,56918,Kimia Farma - Apotek,Purwakarta,Jawa Barat,3.9,Jeremy Yu,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.4
TRX2328118,2020-11-08,29281,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.7,Claudia Hernandez,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.7
TRX3528026,2021-01-31,80387,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.9,Gary Cooper,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.5
TRX3115767,2022-11-21,11640,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.2,Lauren Edwards,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.8
TRX9435909,2020-04-04,11640,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.2,Jason Robinson,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.0
TRX2559661,2022-07-02,90692,Kimia Farma - Apotek,Denpasar,Bali,3.9,Sarah Rasmussen,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.0
TRX1908522,2022-09-26,81965,Kimia Farma - Apotek,Denpasar,Bali,3.9,Michael Bradley,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.8
TRX7553265,2021-11-04,60964,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.3,Jason Walters,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.6
TRX7109208,2021-08-13,95261,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.1,Brandy Mckinney,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.9
TRX1840946,2023-02-25,41750,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.2,Jason Park,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.2
TRX2333782,2022-12-09,68908,Kimia Farma - Apotek,Jayapura,Papua,4.5,Jonathan Jones,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.9
TRX4415441,2020-09-12,53257,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.7,Jacob Pratt,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.0
TRX5813520,2020-11-16,50780,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.8,Sarah Jacobs,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.0
TRX9893969,2021-07-29,53507,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.5,Rachel Williams,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.8
TRX6924945,2020-03-11,92076,Kimia Farma - Apotek,Batam,Kepulauan Riau,4.0,Tiffany Schmidt,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.6
TRX1041134,2022-09-27,70971,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.8,Thomas Reed,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.1
TRX4083734,2023-11-20,39527,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.6,Tiffany Flores,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.6
TRX6441996,2020-05-21,48880,Kimia Farma - Apotek,Subang,Jawa Barat,4.8,Guy Bates,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.5
TRX2538515,2020-10-05,23248,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.1,Samantha Bell,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.8
TRX3175973,2023-07-13,69800,Kimia Farma - Apotek,Payakumbuh,Sumatera Barat,4.7,Jesse Ward,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.9
TRX7138372,2023-08-16,28114,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.8,Cody Campbell,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.4
TRX6506646,2022-09-29,75046,Kimia Farma - Apotek,Denpasar,Bali,4.4,Kathleen Brown,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.3
TRX5048863,2021-06-13,13345,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.8,Troy Montoya,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,5.0
TRX7684918,2021-10-30,35836,Kimia Farma - Apotek,Malang,Jawa Timur,4.5,Steven Palmer,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.4
TRX2716520,2020-08-20,65187,Kimia Farma - Apotek,Tangerang,Banten,4.5,Sandra Hogan,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.8
TRX2889979,2021-11-19,98676,Kimia Farma - Apotek,Malang,Jawa Timur,4.4,Barbara Miller,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.2
TRX2307998,2023-03-29,98837,Kimia Farma - Apotek,Bandung,Jawa Barat,4.6,Jeffrey Johnston,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.2
TRX1942999,2020-08-05,37734,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.6,Jessica Short,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.1
TRX8925133,2023-10-19,82636,Kimia Farma - Apotek,Palu,Sulawesi Tengah,4.7,Stephanie Schmidt,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.4
TRX2840093,2021-08-28,57196,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.8,Crystal Jones,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.7
TRX1329096,2023-12-22,98443,Kimia Farma - Apotek,Banda Aceh,Aceh,4.5,Neil Miller,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.7
TRX7539657,2020-08-07,39499,Kimia Farma - Apotek,Denpasar,Bali,4.5,Christina Glover,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.5
TRX2467444,2022-09-20,23730,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5,Stephanie Morales,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.1
TRX4543104,2023-01-28,94165,Kimia Farma - Apotek,Karawang,Jawa Barat,4.6,Jessica Camacho,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.9
TRX5028835,2022-11-26,12802,Kimia Farma - Apotek,Garut,Jawa Barat,4.1,Matthew Glass,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.8
TRX8660562,2021-06-19,80343,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.5,Mr. Todd Cross,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.2
TRX4538105,2023-03-30,92876,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.1,Anna Wise,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.9
TRX1216529,2020-05-26,54372,Kimia Farma - Apotek,Padang,Sumatera Barat,4.2,James Lee,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.3
TRX7077661,2021-06-17,27441,Kimia Farma - Apotek,Lhokseumawe,Aceh,5.0,Kimberly Smith,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.1
TRX9992786,2020-01-13,63214,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5,Kelsey Peters,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.8
TRX5707410,2022-01-11,67807,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.4,John Hobbs,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.6
TRX8217152,2021-05-08,95261,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.1,Douglas Booker,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.0
TRX1468352,2021-03-25,67081,Kimia Farma - Apotek,Kuningan,Jawa Barat,4.8,Jennifer Franco,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.4
TRX5581846,2022-08-21,13089,Kimia Farma - Apotek,Subang,Jawa Barat,4.1,Jack Bender,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.5
TRX9692727,2021-02-20,84935,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.2,Jenny Owens,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.9
TRX2757451,2022-01-21,16158,Kimia Farma - Apotek,Subang,Jawa Barat,5.0,Teresa Ford,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.2
TRX7589055,2023-05-17,27441,Kimia Farma - Apotek,Lhokseumawe,Aceh,5.0,Daniel Brown,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.1
TRX1068522,2020-02-04,29460,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.5,Tyler Lawrence,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.6
TRX5763512,2022-07-10,60481,Kimia Farma - Apotek,Pekanbaru,Riau,4.1,Megan Baker,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.2
TRX8194278,2021-05-05,46468,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.7,Justin Jacobs,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.8
TRX3399922,2021-01-12,40467,Kimia Farma - Apotek,Magelang,Jawa Tengah,4.4,Regina Paul,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.7
TRX2371840,2023-04-02,48617,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.3,Jennifer Johnson,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.4
TRX2146988,2023-12-07,75909,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.2,Jerome Sandoval,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.0
TRX7040750,2023-01-12,80557,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.0,Karen Mccullough,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.3
TRX1697942,2022-07-10,52680,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,4.3,John Brewer,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.6
TRX2036315,2021-05-29,80387,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.9,Heather Watson,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.5
TRX3378103,2020-01-24,98907,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.6,Jose Lambert,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,3.3
TRX3387478,2020-07-29,85287,Kimia Farma - Apotek,Sorong,Papua Barat,4.9,Christine Hawkins,KF485,"Psycholeptics drugs, Anxiolytic drugs",300800,0.12,0.25,264704.0,66176.0,4.4
