transaction_id,date,branch_id,branch_category,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi,Inventory
TRX7302239,2023-12-26,40003,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ambon,Maluku,4.8,Maria Warren,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.1,0.25,346410.0,86602.5,4.6,16
TRX9708898,2021-08-03,57365,Apotek,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.2,Cassandra Cole,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.02,0.25,377202.0,94300.5,4.3,69
TRX4166460,2021-06-01,41347,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,4.9,Eugene Lin,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.13,0.25,334863.0,83715.75,4.4,13
TRX1623446,2021-10-22,12578,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,5.0,Keith Lopez,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,0.25,357957.0,89489.25,3.1,35
TRX8079686,2023-01-30,37734,Apotek,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.6,Lori Villanueva,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.05,0.25,365655.0,91413.75,3.9,72
TRX1966538,2022-03-08,16339,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.7,Diana Rich,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.08,0.25,354108.0,88527.0,3.2,3
TRX2926741,2023-05-22,35354,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.4,Christopher Wong,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.13,0.25,334863.0,83715.75,3.1,25
TRX4234346,2021-02-02,59354,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,4.3,Sherry Barrera,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.06,0.25,361806.0,90451.5,4.7,23
TRX9448898,2020-06-03,17059,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.8,Natasha Willis,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.09,0.25,350259.0,87564.75,4.8,23
TRX7641981,2023-07-23,61344,Apotek,Kimia Farma - Apotek,Padang,Sumatera Barat,4.7,Katherine Knapp,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,0.25,357957.0,89489.25,4.0,97
TRX7279994,2020-08-25,42291,Apotek,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.3,Maria Carter PhD,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.08,0.25,354108.0,88527.0,4.7,87
TRX8844164,2020-12-16,98781,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.9,Donna Boyd,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.12,0.25,338712.0,84678.0,5.0,89
TRX6002009,2021-06-17,18387,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4.9,Tiffany Rodriguez,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,4.1,75
TRX9294784,2021-02-14,96555,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.1,David Gonzalez,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.04,0.25,369504.0,92376.0,4.4,52
TRX6660418,2021-09-23,46982,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.1,Alex Young,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.09,0.25,350259.0,87564.75,4.5,43
TRX5728034,2023-04-19,18921,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tanjungpinang,Kepulauan Riau,4.2,Christopher Carlson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,0.25,357957.0,89489.25,3.2,83
TRX3510321,2023-04-04,15668,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Cianjur,Jawa Barat,4.3,Dwayne Franklin,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,4.9,53
TRX9517547,2023-09-02,39746,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.1,Sarah Estes,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.09,0.25,350259.0,87564.75,3.1,67
TRX8300598,2020-10-05,83742,Apotek,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.8,Alexander Ruiz,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.05,0.25,365655.0,91413.75,4.9,11
TRX6291161,2022-10-30,50307,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.5,Bradley Williams DVM,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.14,0.25,331014.0,82753.5,3.1,34
TRX2932258,2021-10-21,21583,Apotek,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.9,Corey Vega,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.04,0.25,369504.0,92376.0,4.9,82
TRX4698997,2021-08-29,15917,Apotek,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.8,Elizabeth Davis,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.08,0.25,354108.0,88527.0,4.6,13
TRX4667577,2021-12-14,48997,Apotek,Kimia Farma - Apotek,Padang,Sumatera Barat,4.2,John Rodriguez,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.11,0.25,342561.0,85640.25,3.9,41
TRX7458744,2022-06-23,84834,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Ternate,Maluku Utara,4.2,Katherine Harrison,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.1,0.25,346410.0,86602.5,3.8,97
TRX5755123,2022-06-30,13262,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,4.7,Gregory Harris,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,5.0,31
TRX1389700,2022-02-19,94743,Apotek,Kimia Farma - Apotek,Semarang,Jawa Tengah,3.9,Mr. Mark Mendoza,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,0.25,357957.0,89489.25,4.8,45
TRX7029204,2020-05-25,17059,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.8,Dr. Amanda Wagner,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.12,0.25,338712.0,84678.0,4.8,48
TRX1209832,2023-01-11,84935,Apotek,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.2,Carolyn Lewis,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,0.25,357957.0,89489.25,3.1,30
TRX7343257,2021-02-24,11092,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tanjungpinang,Kepulauan Riau,4.8,Gregory Atkins,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.09,0.25,350259.0,87564.75,3.5,49
TRX4440655,2023-02-23,29740,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.4,Dr. Leonard Oliver DDS,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.11,0.25,342561.0,85640.25,3.6,61
TRX7458744,2022-06-23,84834,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Ternate,Maluku Utara,4.2,Katherine Harrison,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.1,0.25,346410.0,86602.5,3.8,20
TRX7399177,2021-09-11,46982,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.1,Anthony Rose,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.12,0.25,338712.0,84678.0,4.2,51
TRX3270503,2020-01-25,50014,Apotek,Kimia Farma - Apotek,Malang,Jawa Timur,4.4,Robert Wiggins,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.05,0.25,365655.0,91413.75,3.1,40
TRX7210446,2020-12-23,30203,Apotek,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.8,Kyle Cross,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,3.1,93
TRX2594397,2022-12-01,40552,Apotek,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.6,Caroline Holland,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.06,0.25,361806.0,90451.5,4.2,45
TRX2134862,2023-11-20,36687,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,4.3,Keith Ibarra,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,3.1,62
TRX3755951,2021-07-03,96720,Apotek,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.0,Eric Stevenson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,3.5,83
TRX2724758,2022-12-31,40003,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ambon,Maluku,4.8,William Hill,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.05,0.25,365655.0,91413.75,4.5,16
TRX8459401,2020-01-18,23255,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Ciamis,Jawa Barat,4.7,Kenneth Ingram,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.03,0.25,373353.0,93338.25,4.4,30
TRX1921203,2023-05-25,19898,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,3.9,Ronald Kim,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.02,0.25,377202.0,94300.5,3.3,43
TRX7151157,2020-01-17,84834,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Ternate,Maluku Utara,4.2,Michael Clark,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,4.8,20
TRX3629108,2023-10-28,14574,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.4,Joanna Robinson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.09,0.25,350259.0,87564.75,3.2,68
TRX2607225,2023-02-18,71222,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,3.9,Nichole Barnes,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.08,0.25,354108.0,88527.0,3.8,34
TRX8553148,2021-08-28,12558,Apotek,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.4,Mckenzie Jones,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.11,0.25,342561.0,85640.25,3.3,2
TRX7467050,2021-11-14,73158,Apotek,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.7,Robert Evans,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.13,0.25,334863.0,83715.75,4.7,88
TRX6267601,2020-01-31,21060,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,3.9,Darryl Nelson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,3.0,39
TRX8565935,2022-06-19,46982,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.1,Brian Johnson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,0.25,357957.0,89489.25,3.1,76
TRX4017174,2023-03-02,60936,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.8,Olivia Soto,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.0,0.25,384900.0,96225.0,4.8,34
TRX2342716,2020-02-16,51033,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pematangsiantar,Sumatera Utara,5.0,Mark Ross,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.02,0.25,377202.0,94300.5,4.1,27
TRX9183171,2023-08-04,76742,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.0,Krystal Phillips,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.06,0.25,361806.0,90451.5,3.2,25
TRX8159302,2022-11-14,19337,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.6,Brandon Wilson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,0.25,357957.0,89489.25,4.7,78
TRX9208882,2020-08-31,29626,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Bitung,Sulawesi Utara,4.6,Colin Holden,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.03,0.25,373353.0,93338.25,3.3,15
TRX8499884,2020-09-02,46146,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tomohon,Sulawesi Utara,4.7,Amanda Smith,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.08,0.25,354108.0,88527.0,4.5,23
TRX4787169,2020-03-02,79232,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,4.8,Denise Graham,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.13,0.25,334863.0,83715.75,4.4,87
TRX5246329,2021-01-14,53294,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.9,James Keller,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.07,0.25,357957.0,89489.25,4.8,16
TRX5188191,2020-02-01,46468,Apotek,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.7,Holly Gordon,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.11,0.25,342561.0,85640.25,3.2,70
TRX8230788,2020-11-18,67589,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.6,Jeremiah Rodriguez,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.14,0.25,331014.0,82753.5,3.4,8
TRX6991238,2022-03-21,67807,Apotek,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.4,Shawn Young,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.08,0.25,354108.0,88527.0,3.1,92
TRX1699385,2021-02-24,52108,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Jayapura,Papua,4.7,Jose Key,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.01,0.25,381051.0,95262.75,3.9,28
TRX6896224,2022-06-07,65948,Apotek,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.4,Teresa Stein,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.04,0.25,369504.0,92376.0,3.8,68
TRX9515070,2021-08-19,59549,Apotek,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.2,Angela Green,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.02,0.3,850150.0,255045.0,4.9,14
TRX9550259,2020-10-29,39130,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.7,Anthony Perkins,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.06,0.3,815450.0,244635.0,3.2,95
TRX2733913,2022-03-24,59549,Apotek,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.2,James Smith,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.13,0.3,754725.0,226417.5,4.9,81
TRX2153573,2021-02-20,69565,Apotek,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.1,John Miller DDS,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.03,0.3,841475.0,252442.5,4.5,89
TRX2981574,2023-09-11,11960,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Sorong,Papua Barat,4.3,James Hansen,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.02,0.3,850150.0,255045.0,3.0,24
TRX7332275,2023-10-15,56918,Apotek,Kimia Farma - Apotek,Purwakarta,Jawa Barat,3.9,Paige Murray,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.01,0.3,858825.0,257647.5,4.7,47
TRX1926515,2021-05-27,68621,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,4.9,Mike Ayala MD,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.12,0.3,763400.0,229020.0,4.5,87
TRX5248096,2023-06-03,39338,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.5,Eric Bishop,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.06,0.3,815450.0,244635.0,4.8,1
TRX2241554,2020-09-02,28557,Apotek,Kimia Farma - Apotek,Jambi,Jambi,4.5,Charles Stephens,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.02,0.3,850150.0,255045.0,4.4,88
TRX8615634,2020-09-01,14819,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.3,Michael Sherman,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.12,0.3,763400.0,229020.0,4.7,50
TRX6056662,2022-08-13,41701,Apotek,Kimia Farma - Apotek,Pekanbaru,Riau,4.4,Mary Mcclure,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.08,0.3,798100.0,239430.0,3.2,46
TRX7703570,2023-08-02,56862,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Gorontalo,Gorontalo,4.0,Jason Sandoval,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.06,0.3,815450.0,244635.0,4.4,36
TRX4304026,2022-05-06,37191,Apotek,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,3.9,Stanley Barnett,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.06,0.3,815450.0,244635.0,4.5,75
TRX8788053,2020-04-05,50671,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Banda Aceh,Aceh,4.0,Kevin Jacobs,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.0,0.3,867500.0,260250.0,4.0,94
TRX1815000,2022-05-22,85801,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Langsa,Aceh,4.8,Kelly Morales,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.12,0.3,763400.0,229020.0,3.4,22
TRX1361075,2020-11-09,59260,Apotek,Kimia Farma - Apotek,Ambon,Maluku,4.1,Tammy Torres,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.01,0.3,858825.0,257647.5,4.0,63
TRX1962909,2022-09-05,49260,Apotek,Kimia Farma - Apotek,Ambon,Maluku,4.2,John Smith,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.03,0.3,841475.0,252442.5,4.7,100
TRX1959472,2020-01-03,44632,Apotek,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.5,Adrienne Shaw,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.03,0.3,841475.0,252442.5,3.6,55
TRX7138560,2023-08-16,13490,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Bitung,Sulawesi Utara,4.2,Robert Freeman MD,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.13,0.3,754725.0,226417.5,5.0,18
TRX5218417,2021-04-28,58928,Apotek,Kimia Farma - Apotek,Solok,Sumatera Barat,4.0,Darlene Anderson,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.12,0.3,763400.0,229020.0,3.3,12
TRX6251083,2022-07-29,15144,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.4,Richard Winters,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.02,0.3,850150.0,255045.0,3.2,13
TRX3447210,2020-08-20,58928,Apotek,Kimia Farma - Apotek,Solok,Sumatera Barat,4.0,Bobby Allen,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.07,0.3,806775.0,242032.5,3.6,68
TRX5849592,2022-09-27,73625,Apotek,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.9,Matthew Brady,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.1,0.3,780750.0,234225.0,4.5,36
TRX8041742,2021-01-31,22132,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.4,Keith Cruz,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.06,0.3,815450.0,244635.0,4.7,70
TRX5447497,2022-05-17,35659,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Manado,Sulawesi Utara,4.8,Kristen Turner,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.12,0.3,763400.0,229020.0,4.4,51
TRX5049287,2021-11-07,45284,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Malang,Jawa Timur,5.0,Jessica Haney,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.09,0.3,789425.0,236827.5,4.4,21
TRX4548130,2022-04-24,63524,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Langsa,Aceh,4.6,Jeffrey Taylor,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.13,0.3,754725.0,226417.5,4.6,5
TRX2468945,2020-11-19,57562,Apotek,Kimia Farma - Apotek,Probolinggo,Jawa Timur,5.0,Austin Vasquez,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.04,0.3,832800.0,249840.0,3.3,12
TRX5326032,2023-05-06,68358,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tomohon,Sulawesi Utara,4.2,Vincent Carr,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.15,0.3,737375.0,221212.5,4.7,3
TRX1146917,2021-10-24,78158,Apotek,Kimia Farma - Apotek,Palu,Sulawesi Tengah,4.1,Jennifer Munoz,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.08,0.3,798100.0,239430.0,3.3,13
TRX9618642,2023-04-14,48072,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,4.6,Katherine Mcfarland,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.1,0.3,780750.0,234225.0,3.4,49
TRX8550853,2021-11-10,44221,Apotek,Kimia Farma - Apotek,Garut,Jawa Barat,4.0,Tina Barnes,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.06,0.3,815450.0,244635.0,4.2,20
TRX5184223,2022-07-05,47349,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Indramayu,Jawa Barat,3.9,Karen Gardner,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.09,0.3,789425.0,236827.5,3.4,11
TRX4871169,2022-11-05,40544,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Kendari,Sulawesi Tenggara,4.8,Erin Robinson,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.09,0.3,789425.0,236827.5,3.2,54
TRX1047049,2021-12-26,50787,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.4,Valerie Hudson,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.1,0.3,780750.0,234225.0,3.2,95
TRX2527355,2023-08-06,75530,Apotek,Kimia Farma - Apotek,Jambi,Jambi,3.9,Timothy Smith,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",867500,0.06,0.3,815450.0,244635.0,4.5,76
